,0,1
902,Clindamycin,0.18793142
903,Dexfenfluramine,0.05573368
904,Oxymorphone,0.13570845
905,Acebutolol,0.09165764
906,Brinzolamide,0.112400174
907,Flecainide,0.12630534
908,Estramustine,0.10732722
909,Captopril,0.1282438
910,Zopiclone,0.103636265
911,Bromocriptine,0.14790976
912,Rifapentine,0.109917045
913,Levetiracetam,0.12258923
914,Nadolol,0.121353984
915,Mitoxantrone,0.20278668
916,Lomustine,0.16542006
917,Sparfloxacin,0.132527
918,Dezocine,0.09553325
919,Levobunolol,0.11433554
920,Clarithromycin,0.16916049
921,Ceftriaxone,0.20993626
922,Fomepizole,0.15461075
923,Metipranolol,0.10179043
924,Finasteride,0.13944864
925,Anastrozole,0.1727233
926,Halofantrine,0.111023664
927,Dantrolene,0.14566076
928,Rifaximin,0.13275623
929,Budesonide,0.15142643
930,Aminophylline,0.18159842
931,Quetiapine,0.1908232
932,Enoxaparin,0.10301578
933,Levomethadyl Acetate,0.05573368
934,Encainide,0.05573368
935,Paclitaxel,0.23066711
936,Diphenidol,0.110489845
937,Saquinavir,0.11037457
938,Metoclopramide,0.15691721
939,Dexamethasone,0.26156783
940,Levodopa,0.11189222
941,Bromodiphenhydramine,0.10895252
942,Aripiprazole,0.18917835
943,Chlorprothixene,0.1103729
944,Epoprostenol,0.13859415
945,Gemfibrozil,0.11055434
946,Clomipramine,0.05573368
947,Chloroxine,0.10221994
948,Bepridil,0.098092556
949,Alimemazine,0.13663161
950,Isocarboxazid,0.05573368
951,Docetaxel,0.24977124
952,Olsalazine,0.10312092
953,Gliquidone,0.05573368
954,Mitiglinide,0.10595238
955,Ergonovine,0.05573368
956,Dasatinib,0.20452917
957,Lisdexamfetamine,0.1507231
958,Retapamulin,0.14219332
959,Eculizumab,0.1471672
960,Desonide,0.15194309
961,Sitagliptin,0.13153875
962,Decitabine,0.16933572
963,Posaconazole,0.17701352
964,Darunavir,0.098086834
965,Telbivudine,0.1004411
966,Sinecatechins,0.11699796
967,Paliperidone,0.13451767
968,Sunitinib,0.27612305
969,Panitumumab,0.117183566
970,Ranibizumab,0.18288028
971,Idursulfase,0.09602618
972,Alglucosidase alfa,0.1089071
973,Arformoterol,0.13329816
974,Hydralazine,0.09465623
975,Mecasermin,0.05573368
976,Galsulfase,0.11537349
977,Nelarabine,0.1358614
978,Abatacept,0.15912664
979,Carbetocin,0.1419543
980,Lumiracoxib,0.104307294
981,Corticotropin,0.14404511
982,Glisoxepide,0.099110365
983,Pirbuterol,0.15599132
984,Bismuth Subsalicylate,0.12999582
985,Insulin Aspart,0.11448932
986,Insulin Detemir,0.09733951
987,Insulin Glulisine,0.11940491
988,Fosamprenavir,0.09243941
989,Fosphenytoin,0.13304412
990,Polythiazide,0.05573368
991,Cefamandole,0.15206659
992,Cefazolin,0.14560103
993,Cefonicid,0.1330167
994,Cefotetan,0.13925862
995,Cefoxitin,0.16888642
996,Ceftizoxime,0.15402663
997,Cefradine,0.14930224
998,Cilazapril,0.09524393
999,Polystyrene sulfonate,0.10308826
1000,Spirapril,0.09273851
1001,Tasosartan,0.09548569
1002,Amobarbital,0.1322726
1003,Aprobarbital,0.104937196
1004,Butethal,0.12878788
1005,Lithium,0.1670419
1006,Mestranol,0.15559447
1007,Penbutolol,0.10430014
1008,Troleandomycin,0.101411104
1009,Ephedrine,0.15023983
1010,Mephentermine,0.10623276
1011,Rasagiline,0.14058256
1012,Quinupristin,0.09913802
1013,Magnesium oxide,0.16978073
1014,Cortisone acetate,0.20736778
1015,Glycodiazine,0.05573368
1016,Bezafibrate,0.100788355
1017,Colchicine,0.1652056
1018,Drospirenone,0.17140329
1019,Magnesium salicylate,0.15122044
1020,Salsalate,0.102697015
1021,Neostigmine,0.1382469
1022,Danazol,0.1455704
1023,Tiotropium,0.14893496
1024,Ciclesonide,0.12078023
1025,Pranlukast,0.11933184
1026,Cefepime,0.15072429
1027,Ceftibuten,0.12423444
1028,Cefpodoxime,0.13697839
1029,Testosterone Propionate,0.15800786
1030,Paromomycin,0.16436338
1031,Amrinone,0.05573368
1032,Aprindine,0.1324178
1033,Almitrine,0.113265395
1034,Cholestyramine,0.10898721
1035,Methadyl Acetate,0.102488995
1036,Antipyrine,0.10460031
1037,Alfacalcidol,0.16324937
1038,Glutethimide,0.05573368
1039,Phenazopyridine,0.10272133
1040,Gamma Hydroxybutyric Acid,0.11614001
1041,Heroin,0.10977149
1042,Difenoxin,0.114628196
1043,Ethyl loflazepate,0.118233204
1044,Fenproporex,0.110058665
1045,Dihydrocodeine,0.11905289
1046,Chloral hydrate,0.1166451
1047,Dextroamphetamine,0.16640615
1048,Methamphetamine,0.20919335
1049,Phendimetrazine,0.10800469
1050,Oxprenolol,0.1271733
1051,Ursodeoxycholic acid,0.12361133
1052,Prazepam,0.095271826
1053,Quazepam,0.10024154
1054,Everolimus,0.24262929
1055,Solifenacin,0.12551534
1056,Iron,0.13127458
1057,Nitrazepam,0.14025903
1058,Cilastatin,0.14285946
1059,Imipenem,0.14110923
1060,Probucol,0.111112714
1061,Tiaprofenic acid,0.11064875
1062,Lopinavir,0.12881649
1063,Bacampicillin,0.13025439
1064,Meticillin,0.11531007
1065,Tazobactam,0.14764965
1066,Ticarcillin,0.17166162
1067,Deferasirox,0.16219485
1068,Hydroxychloroquine,0.1745851
1069,Amyl Nitrite,0.05573368
1070,Aceprometazine,0.10362506
1071,Molindone,0.109507084
1072,Phenindamine,0.1152091
1073,Pheniramine,0.14423978
1074,Pipotiazine,0.09552407
1075,Thiothixene,0.095356226
1076,Isopropamide,0.05573368
1077,Pargyline,0.09707618
1078,Lincomycin,0.09844363
1079,Roflumilast,0.12461281
1080,Camphor,0.12017226
1081,Dalfopristin,0.097803354
1082,Calcipotriol,0.11702049
1083,Vorinostat,0.1896528
1084,Cholic Acid,0.17636931
1085,Nicotinamide,0.21446443
1086,Fusidic Acid,0.2420975
1087,Acetic acid,0.110651255
1088,Oteracil,0.104221344
1089,Phenol,0.1211226
1090,Hemin,0.05573368
1091,Deoxycholic Acid,0.117529154
1092,Benzoic Acid,0.2075522
1093,Formaldehyde,0.10273087
1094,Urea,0.1346606
1095,Lactic Acid,0.09841287
1096,Lactose,0.05573368
1097,Trioxsalen,0.21207726
1098,Thiotepa,0.19171071
1099,Estrone sulfate,0.05573368
1100,Quinestrol,0.10087621
1101,Suramin,0.12278676
1102,Clofedanol,0.11756313
1103,Fluspirilene,0.10202241
1104,Mepenzolate,0.112743974
1105,Ixabepilone,0.1343553
1106,Celiprolol,0.09506714
1107,Febuxostat,0.10578847
1108,Dronedarone,0.10239208
1109,Nebivolol,0.05573368
1110,Homoharringtonine,0.15289152
1111,Nilotinib,0.10239017
1112,Lorcaserin,0.1018008
1113,Vildagliptin,0.11414969
1114,Voglibose,0.11026883
1115,Bepotastine,0.05573368
1116,Pegaptanib,0.05573368
1117,Milnacipran,0.17896247
1118,Lucinactant,0.05573368
1119,Nesiritide,0.1432308
1120,Flibanserin,0.15875947
1121,Oritavancin,0.1386056
1122,Clevidipine,0.089630246
1123,Permethrin,0.14150572
1124,Afamelanotide,0.112994075
1125,Defibrotide,0.05573368
1126,Ospemifene,0.101614594
1127,Crofelemer,0.10687101
1128,Tamibarotene,0.10018277
1129,Iloperidone,0.09796667
1130,Lofexidine,0.10063112
1131,Ingenol Mebutate,0.11115265
1132,Belinostat,0.13758016
1133,Ataluren,0.11598551
1134,Trabectedin,0.14765835
1135,Cobimetinib,0.109565616
1136,Silver sulfadiazine,0.10628784
1137,Methsuximide,0.13651335
1138,Glatiramer Acetate,0.10106695
1139,Ecabet,0.10552907
1140,Ibudilast,0.05573368
1141,Rotigotine,0.12517631
1142,Vandetanib,0.05573368
1143,Ecallantide,0.10334492
1144,Romiplostim,0.10768151
1145,Obiltoxaximab,0.10586953
1146,Telaprevir,0.11047399
1147,Mipomersen,0.11341548
1148,Ramucirumab,0.11279714
1149,Sodium stibogluconate,0.11683452
1150,Apremilast,0.14778721
1151,Ustekinumab,0.124473095
1152,Trastuzumab emtansine,0.05573368
1153,Abiraterone,0.1136961
1154,Parathyroid hormone,0.10087085
1155,Cariprazine,0.12664437
1156,Sertindole,0.10227549
1157,Sulfathiazole,0.11795342
1158,Mianserin,0.098377466
1159,Acetylcysteine,0.1985668
1160,Rimonabant,0.12962174
1161,Canakinumab,0.20212758
1162,Romidepsin,0.2520964
1163,Ipilimumab,0.12000966
1164,Icatibant,0.101129055
1165,Rufinamide,0.11876309
1166,Alogliptin,0.09235859
1167,Tapentadol,0.09619939
1168,Silodosin,0.05573368
1169,Prasugrel,0.13089275
1170,Eltrombopag,0.113090634
1171,Doripenem,0.16494048
1172,Tolvaptan,0.14259577
1173,Asenapine,0.14487505
1174,Dalbavancin,0.14467597
1175,Avanafil,0.10128915
1176,Eflornithine,0.13497722
1177,Incadronic acid,0.10731578
1178,Droxidopa,0.15780902
1179,Udenafil,0.13260603
1180,Sitaxentan,0.10249555
1181,Tocilizumab,0.11407387
1182,Alvimopan,0.11166799
1183,Levocetirizine,0.09666455
1184,Ziconotide,0.12775469
1185,Teriparatide,0.1624428
1186,Temsirolimus,0.11787319
1187,Amisulpride,0.12329602
1188,Simeprevir,0.124970555
1189,Dapagliflozin,0.05573368
1190,Elotuzumab,0.107262135
1191,Saxagliptin,0.09523344
1192,Pertuzumab,0.1654557
1193,Rilonacept,0.11671555
1194,Bazedoxifene,0.05573368
1195,Telavancin,0.05573368
1196,Ambrisentan,0.11319554
1197,Oxymetholone,0.15278018
1198,Armodafinil,0.17651105
1199,Etravirine,0.104216814
1200,Calfactant,0.14127445
1201,Tyloxapol,0.05573368
1202,Prucalopride,0.09754312
1203,Pazopanib,0.1112746
1204,Ceftaroline fosamil,0.13182831
1205,Agomelatine,0.10329318
1206,Panobinostat,0.1488539
1207,Apixaban,0.05573368
1208,Mepolizumab,0.11654401
1209,Peramivir,0.10422981
1210,Bosutinib,0.13661456
1211,Axitinib,0.10985303
1212,Isavuconazonium,0.10821128
1213,Dalfampridine,0.09523618
1214,Denosumab,0.13042557
1215,Ofatumumab,0.11265159
1216,Liraglutide,0.11035347
1217,Pasireotide,0.09387267
1218,golimumab,0.13159454
1219,Belatacept,0.11189592
1220,Vilazodone,0.09609139
1221,Mepyramine,0.13632822
1222,Aprotinin,0.05573368
1223,Xylometazoline,0.10175562
1224,Betahistine,0.11938834
1225,Desvenlafaxine,0.108729124
1226,Dexmethylphenidate,0.107022285
1227,Fesoterodine,0.1293068
1228,Lumefantrine,0.09614539
1229,Methyltestosterone,0.1930598
1230,Naphazoline,0.11868644
1231,Potassium Iodide,0.122514606
1232,Fosaprepitant,0.14056122
1233,Stanozolol,0.05573368
1234,Velaglucerase alfa,0.09912169
1235,Aluminum hydroxide,0.1583761
1236,Calcium carbonate,0.13277614
1237,Lornoxicam,0.0910089
1238,Ambroxol,0.110681415
1239,Glycine betaine,0.17311609
1240,Sacrosidase,0.11126423
1241,Beractant,0.05573368
1242,Tetryzoline,0.1103909
1243,Alcaftadine,0.09672308
1244,Ammonium chloride,0.12408638
1245,Ammonium lactate,0.14921772
1246,Bendamustine,0.14837241
1247,Benzyl alcohol,0.10836089
1248,Besifloxacin,0.05573368
1249,Cabazitaxel,0.109929204
1250,Capsaicin,0.18549538
1251,Chenodeoxycholic acid,0.05573368
1252,Dimercaprol,0.13614428
1253,Prussian blue,0.11671233
1254,Halcinonide,0.1214273
1255,Histrelin,0.10883546
1256,Lanreotide,0.13793135
1257,Lodoxamide,0.10442531
1258,Hexamethylenetetramine,0.05573368
1259,Methylnaltrexone,0.13083112
1260,Niclosamide,0.13527715
1261,Plerixafor,0.1093173
1262,Polidocanol,0.124005556
1263,Pralatrexate,0.111052394
1264,Raltegravir,0.104700685
1265,Sodium phenylbutyrate,0.16085613
1266,Sulconazole,0.10943949
1267,Tiopronin,0.11661637
1268,Triethylenetetramine,0.14189672
1269,Unoprostone,0.13971436
1270,Tranilast,0.17043161
1271,Parecoxib,0.11955166
1272,Diloxanide,0.05573368
1273,Azidocillin,0.11842501
1274,Salicylamide,0.13778043
1275,Antazoline,0.13700676
1276,Nandrolone decanoate,0.13937771
1277,Roxatidine acetate,0.13292313
1278,Bupranolol,0.12321746
1279,Lurasidone,0.05573368
1280,Ticagrelor,0.15549111
1281,Tafluprost,0.11369383
1282,Ivacaftor,0.102315545
1283,Azilsartan medoxomil,0.10074723
1284,Spinosad,0.10426724
1285,Deferiprone,0.13473701
1286,Lomitapide,0.104997635
1287,Vismodegib,0.1120733
1288,Pitavastatin,0.10725844
1289,Rilpivirine,0.09915972
1290,Ulipristal,0.05573368
1291,Fingolimod,0.110105395
1292,Tesamorelin,0.05573368
1293,Brentuximab vedotin,0.10671282
1294,Eribulin,0.11340904
1295,gabapentin enacarbil,0.05573368
1296,Boceprevir,0.11362183
1297,Fidaxomicin,0.15621829
1298,Cabozantinib,0.10344696
1299,Ruxolitinib,0.14905727
1300,Belimumab,0.12142944
1301,Teriflunomide,0.121068954
1302,Linagliptin,0.13591838
1303,Aflibercept,0.17100811
1304,Icosapent ethyl,0.10346317
1305,Ocriplasmin,0.12858856
1306,Carfilzomib,0.10015404
1307,Linaclotide,0.16147244
1308,Mirabegron,0.10806966
1309,Peginesatide,0.11212611
1310,Tofacitinib,0.09926748
1311,Regorafenib,0.13886881
1312,Aclidinium,0.09952915
1313,Enzalutamide,0.11224282
1314,Teduglutide,0.10258591
1315,Ponatinib,0.14731622
1316,Raxibacumab,0.108817935
1317,Bedaquiline,0.14177752
1318,Certolizumab pegol,0.118903756
1319,Formestane,0.05573368
1320,Fluticasone furoate,0.092306376
1321,Canagliflozin,0.05573368
1322,Dimethyl fumarate,0.14305806
1323,Glycerol Phenylbutyrate,0.10578561
1324,Pomalidomide,0.11185372
1325,Trametinib,0.25278187
1326,Dabrafenib,0.16202426
1327,Radium Ra 223 Dichloride,0.118991375
1328,Afatinib,0.101061225
1329,Ferric Carboxymaltose,0.112856984
1330,Levomilnacipran,0.094806075
1331,Perospirone,0.10115838
1332,Epoetin Zeta,0.11033106
1333,Dolutegravir,0.10359323
1334,Riociguat,0.13875616
1335,Macitentan,0.107874274
1336,Luliconazole,0.12903762
1337,Sofosbuvir,0.0930841
1338,Obinutuzumab,0.119698524
1339,Chlorcyclizine,0.11751664
1340,Isoxsuprine,0.17855811
1341,Floctafenine,0.114388704
1342,Etofenamate,0.102277756
1343,Enviomycin,0.1138072
1344,Demexiptiline,0.10938406
1345,Captodiame,0.12052536
1346,Butriptyline,0.12077582
1347,Bisacodyl,0.11641109
1348,Aliskiren,0.05573368
1349,Ledipasvir,0.10630953
1350,Secukinumab,0.05573368
1351,Vorapaxar,0.103508234
1352,Miltefosine,0.1389786
1353,Vedolizumab,0.12144005
1354,Suvorexant,0.111781836
1355,Nivolumab,0.14881432
1356,Siltuximab,0.05573368
1357,Pembrolizumab,0.11069846
1358,Empagliflozin,0.09811306
1359,Eliglustat,0.11428201
1360,Efinaconazole,0.16064394
1361,Tavaborole,0.13524926
1362,Tedizolid Phosphate,0.11645079
1363,Albiglutide,0.10893583
1364,Dulaglutide,0.09781647
1365,Metreleptin,0.16484559
1366,Finafloxacin,0.05573368
1367,Netupitant,0.05573368
1368,Naloxegol,0.114367366
1369,Ceftolozane,0.11220384
1370,Elosulfase alfa,0.05573368
1371,Blinatumomab,0.05573368
1372,Ibrutinib,0.13608897
1373,Idelalisib,0.15690374
1374,Avibactam,0.1216445
1375,Cobicistat,0.09343207
1376,Vortioxetine,0.05573368
1377,Tasimelteon,0.107547164
1378,Sodium oxybate,0.140051
1379,Palbociclib,0.11386955
1380,Olaparib,0.14148998
1381,Edoxaban,0.14232051
1382,Umeclidinium,0.10425174
1383,Dinutuximab,0.10661292
1384,Lenvatinib,0.14254868
1385,Nintedanib,0.1351136
1386,Olodaterol,0.10943222
1387,Idebenone,0.10931504
1388,Vilanterol,0.133466
1389,Ivabradine,0.10997605
1390,Benzydamine,0.101668
1391,Tetracaine,0.108080626
1392,Potassium alum,0.1285615
1393,Chlortetracycline,0.13812602
1394,Benzoyl peroxide,0.12249577
1395,Elvitegravir,0.09233928
1396,Daclatasvir,0.10701251
1397,Magnesium hydroxide,0.13231647
1398,Asfotase Alfa,0.11168814
1399,Methoxy polyethylene glycol-epoetin beta,0.10816431
1400,Turoctocog alfa,0.11250937
1401,Mesna,0.11455083
1402,Sodium Nitrite,0.095938206
1403,Poractant alfa,0.112367034
1404,Colfosceril palmitate,0.05573368
1405,Diiodohydroxyquinoline,0.05573368
1406,Stiripentol,0.10829413
1407,Peginterferon beta-1a,0.111177325
1408,Potassium Citrate,0.18361521
1409,Disodium phosphate,0.09549713
1410,Brexpiprazole,0.12163079
1411,Protamine sulfate,0.10221398
1412,Sonidegib,0.090967536
1413,Uridine triacetate,0.1535759
1414,Sucroferric Oxyhydroxide,0.118751526
1415,Nitrogen,0.10955238
1416,Sodium Citrate,0.13173592
1417,Ferric Citrate,0.11314535
1418,Etizolam,0.10119736
1419,Dosulepin,0.10157442
1420,Dasabuvir,0.10481441
1421,Viloxazine,0.12121105
1422,Lobeglitazone,0.0959506
1423,Moxisylyte,0.09515023
1424,Loxoprofen,0.09679818
1425,Dexibuprofen,0.13113093
1426,Polaprezinc,0.09986973
1427,Blonanserin,0.05573368
1428,Conestat alfa,0.11623299
1429,Aranidipine,0.094549656
1430,Azelnidipine,0.08892238
1431,Efonidipine,0.106226444
1432,Pirlindole,0.05573368
1433,Toloxatone,0.05573368
1434,Tegafur,0.09715462
1435,Gimeracil,0.09725249
1436,Bemiparin,0.14706314
1437,Imidafenacin,0.10684848
1438,Patiromer,0.100584745
1439,Idarucizumab,0.05573368
1440,Lixisenatide,0.086680174
1441,Strontium ranelate,0.12016153
1442,Phenylacetic acid,0.05573368
1443,Eluxadoline,0.12766623
1444,Artesunate,0.12034118
1445,Sodium aurothiomalate,0.13577616
1446,Fimasartan,0.05573368
1447,Magnesium Trisilicate,0.12406337
1448,Polyethylene glycol,0.16254461
1449,Ramosetron,0.13125622
1450,Rolapitant,0.10015011
1451,Sacubitril,0.10374498
1452,Sodium Iodide I-131,0.12030864
1453,Ombitasvir,0.10403204
1454,Paritaprevir,0.10346711
1455,Tenofovir alafenamide,0.09856248
1456,Scopolamine butylbromide,0.05573368
1457,Alirocumab,0.14936137
1458,Evolocumab,0.13875306
1459,Coagulation Factor XIII A-Subunit (Recombinant),0.11335814
1460,Procaine benzylpenicillin,0.19924033
1461,Zinc oxide,0.17942202
1462,Zinc sulfate,0.12802994
1463,Benzathine benzylpenicillin,0.14680743
1464,Sulbactam,0.12953722
1465,Sodium fluoride,0.106096745
1466,Osimertinib,0.104593635
1467,Daratumumab,0.10218382
1468,Kappadione,0.110553384
1469,Tipiracil,0.10260916
1470,Pramocaine,0.20878208
1471,Piperonyl butoxide,0.14387178
1472,Levobetaxolol,0.123009086
1473,Hydroxyamphetamine hydrobromide,0.05573368
1474,Sulfur,0.18730187
1475,Dexpanthenol,0.2074982
1476,Norgestrel,0.16226792
1477,Propoxyphene napsylate,0.092903614
1478,Magnesium chloride,0.10364473
1479,Sodium phosphate,0.098107696
1480,Glycerin,0.05573368
1481,"Sodium phosphate, dibasic, heptahydrate",0.10719836
1482,"Sodium phosphate, monobasic, anhydrous",0.09904468
1483,Sodium sulfate,0.10721266
1484,Enalaprilat,0.15449345
1485,Magnesium carbonate,0.15894449
1486,Cysteine hydrochloride,0.16626704
1487,Acrivastine,0.111917615
1488,Octinoxate,0.1410129
1489,Sodium thiosulfate,0.17697203
1490,Simethicone,0.11186421
1491,Sodium ferric gluconate complex,0.10145879
1492,"Sodium phosphate, monobasic, monohydrate",0.16816378
1493,Hydroquinone,0.14788103
1494,Methyl salicylate,0.11751783
1495,Thonzonium bromide,0.116660476
1496,Dexchlorpheniramine maleate,0.12039113
1497,Necitumumab,0.10300279
1498,Filgrastim-sndz,0.14245939
1499,Insulin Degludec,0.10422063
1500,Omega-3-carboxylic acids,0.05573368
1501,Ixazomib,0.05573368
1502,Levomethamphetamine,0.090488195
1503,Histamine,0.099309444
1504,Selexipag,0.11649215
1505,Alectinib,0.05573368
1506,Senna glycoside,0.10328162
1507,Lesinurad,0.103799105
1508,Sebelipase alfa,0.05573368
1509,Ixekizumab,0.11350846
1510,Elbasvir,0.10251629
1511,Grazoprevir,0.103051424
1512,Venetoclax,0.10306132
1513,Thiocolchicoside,0.05573368
1514,Bilastine,0.10594785
1515,Atezolizumab,0.12620044
1516,Levoleucovorin,0.17660141
1517,Susoctocog alfa,0.09917116
1518,Eftrenonacog alfa,0.1057297
1519,Foscarnet,0.12110305
1520,Trimetrexate,0.11404669
1521,Cidofovir,0.15536237
1522,Dexrazoxane,0.14347136
1523,Amifostine,0.10811663
1524,Mycophenolate mofetil,0.16524208
1525,Mycophenolic acid,0.18103325
1526,Fludarabine,0.17142057
1527,Triptorelin,0.11117017
1528,Exemestane,0.1506716
1529,Letrozole,0.1991067
1530,Abciximab,0.12366462
1531,Memantine,0.16302657
1532,Fulvestrant,0.10785365
1533,Nandrolone phenpropionate,0.14266944
1534,Azacitidine,0.20149171
1535,Valganciclovir,0.05573368
1536,Darbepoetin alfa,0.1578567
1537,Cangrelor,0.110578895
1538,Cocaine,0.1266545
1539,Flucloxacillin,0.10184312
1540,Teicoplanin,0.12355471
1541,Ropivacaine,0.14141762
1542,Hydroxyprogesterone caproate,0.13702452
1543,Rosiglitazone,0.108424544
1544,Piracetam,0.15217507
1545,Ketamine,0.15244412
1546,Ethanol,0.1629976
1547,Zonisamide,0.16460681
1548,Sulfadoxine,0.10844636
1549,Exenatide,0.14781904
1550,Sevelamer,0.05573368
1551,Flucytosine,0.14825857
1552,Somatostatin,0.12505388
1553,Dexmedetomidine,0.13154662
1554,Propofol,0.13923728
1555,Dimetindene,0.11354947
1556,Lapatinib,0.16945684
1557,Pramlintide,0.103413105
1558,Etomidate,0.093425274
1559,Terlipressin,0.11105859
1560,Varenicline,0.13860571
1561,Levobupivacaine,0.109895706
1562,Sevoflurane,0.10873842
1563,Alitretinoin,0.05573368
1564,Ezogabine,0.12441325
1565,Ganirelix,0.11514032
1566,Rivaroxaban,0.11223316
1567,Nitrous oxide,0.10257268
1568,Acetylcarnitine,0.05573368
1569,Eslicarbazepine acetate,0.12269127
1570,Nitrendipine,0.05573368
1571,Succinylcholine,0.10678089
