drug_name,ind_name,rating
Tobramycin,Infection of bone,1
Tobramycin,Sepsis of the newborn,1
Tobramycin,Rosacea,1
Tobramycin,Meibomianitis,1
Tobramycin,Pneumonia due to Escherichia coli,1
Tobramycin,Enterobacter pneumonia,1
Tobramycin,Escherichia coli Infections,1
Tobramycin,Keratoconjunctivitis,1
Tobramycin,Corneal abrasion,1
Tobramycin,Staphylococcal Pneumonia,1
Tobramycin,Nosocomial pneumonia,1
Tobramycin,Infective blepharitis,1
Trovafloxacin,Female genital tract infection,1
Trovafloxacin,Postoperative infection,1
Trovafloxacin,Urinary tract infection,1
Trovafloxacin,Intraabdominal Infections,1
Trovafloxacin,Haemophilus influenzae pneumonia,1
Trovafloxacin,Pneumonia due to Pseudomonas,1
Trovafloxacin,Acute Moraxella catarrhalis bronchitis,1
Trovafloxacin,Mycoplasma pneumonia,1
Trovafloxacin,Acute gonococcal cervicitis,1
Trovafloxacin,Gonorrhea of rectum,1
Trovafloxacin,Acute gonococcal urethritis,1
Trovafloxacin,Chronic Bacterial Prostatitis,1
Trovafloxacin,Staphylococcal Pneumonia,1
Trovafloxacin,Acute gonococcal endometritis,1
Trovafloxacin,Bacterial infection due to Klebsiella pneumoniae,1
Trovafloxacin,Legionella pneumophila pneumonia,1
Trovafloxacin,Infection of skin AND/OR subcutaneous tissue,1
Trovafloxacin,Moraxella catarrhalis pneumonia,1
Trovafloxacin,Acute bacterial sinusitis,1
Trovafloxacin,Pneumonia due to Escherichia coli,1
Trovafloxacin,Chlamydial pneumonia,1
Trovafloxacin,Chlamydial cervicitis,1
Trovafloxacin,Chlamydial pelvic inflammatory disease,1
Trovafloxacin,Endomyometritis,1
Trovafloxacin,Female pelvic cellulitis,1
Trovafloxacin,Miscarriage with sepsis,1
Trovafloxacin,Postnatal infection,1
Pentosan Polysulfate,Bladder pain,1
Pentosan Polysulfate,Interstitial Cystitis,1
Fludrocortisone,Adrenogenital disorder,1
Fludrocortisone,Addison Disease,1
Flurazepam,Sleeplessness,1
Moexipril,Hypertensive disease,1
Phentolamine,Peripheral Vascular Diseases,1
Phentolamine,Hypertensive emergency,1
Phentolamine,Pheochromocytoma,1
Phentolamine,Cerebral Ischemia,1
Phentolamine,Paroxysmal hypertension,1
Daunorubicin,Acute lymphocytic leukemia,1
Daunorubicin,Acute Promyelocytic Leukemia,1
Daunorubicin,Acute monocytic leukemia,1
Daunorubicin,"Leukemia, Myelocytic, Acute",1
Daunorubicin,Acute Erythroblastic Leukemia,1
Daunorubicin,Kaposi Sarcoma,1
Furosemide,Decompensated cardiac failure,1
Furosemide,Edema,1
Furosemide,Acute pulmonary edema,1
Furosemide,Hypertensive disease,1
Ergotamine,Migraine Disorders,1
Ergotamine,Vascular Headaches,1
Ergotamine,Cluster Headache,1
Tizanidine,Muscle spasticity of spinal origin,1
Tizanidine,Muscle Spasticity,1
Nitrofurantoin,Escherichia coli urinary tract infection,1
Nitrofurantoin,Klebsiella cystitis,1
Nitrofurantoin,URINARY TRACT INFECTION ENTEROCOCCUS,1
Eplerenone,Hypertensive disease,1
Amprenavir,HIV Infections,1
Methazolamide,Angle Closure Glaucoma,1
Methazolamide,Secondary glaucoma,1
Methazolamide,"Glaucoma, Open-Angle",1
Naltrexone,Drug-induced constipation,1
Naltrexone,Chronic pain,1
Naltrexone,"Alcoholic Intoxication, Chronic",1
Naltrexone,Severe pain,1
Naltrexone,Obesity,1
Delavirdine,HIV Infections,1
Tamsulosin,Prostatic Hypertrophy,1
Porfimer,Non-Small Cell Lung Carcinoma,1
Porfimer,Malignant neoplasm of esophagus,1
Sufentanil,"Pain, Postoperative",1
Lamivudine,HIV Infections,1
Lamivudine,"Hepatitis B, Chronic",1
Ibandronate,"Osteoporosis, Postmenopausal",1
Ibandronate,Hypercalcemia,1
Diethylcarbamazine,Eosinophilic Pneumonia,1
Diethylcarbamazine,Loiasis,1
Diethylcarbamazine,Onchocerciasis,1
Diethylcarbamazine,Elephantiasis,1
Flurbiprofen,Degenerative polyarthritis,1
Flurbiprofen,Rheumatoid Arthritis,1
Oxacillin,Staphylococcal Pneumonia,1
Oxacillin,Staphylococcal Infections,1
Oxacillin,Infection of bone,1
Oxacillin,Sepsis due to Staphylococcus aureus,1
Oxacillin,Lower respiratory tract infection,1
Oxacillin,Osteomyelitis due to Staphylococcus aureus,1
Oxacillin,Infection of skin AND/OR subcutaneous tissue,1
Oxacillin,Staphylococcus aureus infection,1
Oxacillin,Staphylococcal endocarditis,1
Oxacillin,Sinusitis,1
Oxacillin,Staphylococcal meningitis,1
Oxacillin,Pharyngitis,1
Oxacillin,Staphylococcal bacteraemia,1
Apomorphine,Parkinson Disease,1
Paroxetine,Major Depressive Disorder,1
Paroxetine,Obsessive-Compulsive Disorder,1
Paroxetine,Panic Disorder,1
Paroxetine,"Phobia, Social",1
Paroxetine,Post-Traumatic Stress Disorder,1
Paroxetine,Premenstrual Dysphoric Disorder,1
Paroxetine,Generalized Anxiety Disorder,1
Paroxetine,Depressive disorder,1
Paroxetine,Hot flushes,1
Nedocromil,Allergic Conjunctivitis,1
Nedocromil,Asthma,1
Nedocromil,Itching of eye,1
Norethisterone,Atrophic Vaginitis,1
Norethisterone,Secondary physiologic amenorrhea,1
Norethisterone,Menorrhagia,1
Norethisterone,Female hypogonadism syndrome,1
Norethisterone,Hot flushes,1
Norethisterone,Atrophy of vulva,1
Norethisterone,Metrorrhagia,1
Norethisterone,Acne Vulgaris,1
Norethisterone,Endometriosis,1
Adefovir Dipivoxil,"Hepatitis B, Chronic",1
Azatadine,Pruritus,1
Azatadine,Nasal congestion (finding),1
Azatadine,Sneezing,1
Azatadine,Common Cold,1
Azatadine,Urticaria,1
Azatadine,"Rhinitis, Vasomotor",1
Azatadine,Allergic rhinitis (disorder),1
Azatadine,Allergic Conjunctivitis,1
Azatadine,Rhinorrhea,1
Azatadine,Hay fever,1
Azatadine,Symptomatic dermographism,1
Lisinopril,Myocardial Infarction,1
Lisinopril,Chronic heart failure,1
Lisinopril,Hypertensive disease,1
Methoxamine,Paroxysmal supraventricular tachycardia,1
Imiquimod,Condylomata Acuminata,1
Imiquimod,Superficial basal cell carcinoma,1
Imiquimod,Actinic keratosis,1
Imiquimod,Common wart,1
Homatropine Methylbromide,Coughing,1
Homatropine Methylbromide,Irritable Bowel Syndrome,1
Homatropine Methylbromide,Peptic Ulcer,1
Trimipramine,Depressive disorder,1
Nitroglycerin,Perioperative hypertension,1
Thiabendazole,"Larva Migrans, Cutaneous",1
Thiabendazole,Infection by Uncinaria,1
Thiabendazole,Toxocariasis,1
Thiabendazole,Enterobiasis,1
Thiabendazole,Trichinellosis,1
Thiabendazole,Ascariasis,1
Thiabendazole,Infection by Trichuris trichiura,1
Thiabendazole,Strongyloidiasis,1
Nateglinide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Pralidoxime,Organophosphate poisoning,1
Risperidone,Schizophrenia,1
Risperidone,Bipolar disorder in remission,1
Risperidone,Autistic Disorder,1
Risperidone,Mixed bipolar I disorder,1
Risperidone,"Bipolar affective disorder, current episode manic",1
Naftifine,Tinea Pedis,1
Naftifine,Tinea corporis (disorder),1
Naftifine,Tinea cruris,1
Esomeprazole,Erosive esophagitis,1
Esomeprazole,Zollinger-Ellison syndrome,1
Esomeprazole,Peptic Esophagitis,1
Esomeprazole,Gastroesophageal reflux disease,1
Esomeprazole,Peptic Ulcer,1
Meclizine,Vertigo,1
Meclizine,Motion Sickness,1
Pentamidine,African Trypanosomiasis,1
Riluzole,Amyotrophic Lateral Sclerosis,1
Hydrocortisone,Blepharoconjunctivitis,1
Hydrocortisone,Bacterial keratitis,1
Hydrocortisone,Cerebral Edema,1
Hydrocortisone,Rheumatic Heart Disease,1
Hydrocortisone,Laryngeal Edema,1
Hydrocortisone,Nephrotic Syndrome,1
Hydrocortisone,Recurrent herpes simplex labialis,1
Hydrocortisone,Corneal abrasion,1
Hydrocortisone,Crohn Disease,1
Hydrocortisone,Proctitis,1
Hydrocortisone,Lichen Simplex Chronicus,1
Hydrocortisone,"Lupus Erythematosus, Systemic",1
Hydrocortisone,Rheumatoid Arthritis,1
Hydrocortisone,Transplanted organ rejection,1
Hydrocortisone,Uveitis,1
Hydrocortisone,Inflammatory Bowel Diseases,1
Hydrocortisone,Keratitis,1
Hydrocortisone,Infective blepharitis,1
Hydrocortisone,Exanthema,1
Hydrocortisone,Synovitis,1
Hydrocortisone,Herpes zoster keratitis,1
Hydrocortisone,Aphthous Stomatitis,1
Hydrocortisone,Angioedema,1
Hydrocortisone,Humoral hypercalcemia of malignancy (disorder),1
Hydrocortisone,Corneal Ulcer,1
Hydrocortisone,"Anemia, Diamond-Blackfan",1
Hydrocortisone,Cooley's anemia,1
Hydrocortisone,Multiple Sclerosis,1
Hydrocortisone,Psoriasis,1
Hydrocortisone,Aspiration pneumonitis,1
Hydrocortisone,Adrenogenital disorder,1
Hydrocortisone,Iridocyclitis,1
Hydrocortisone,"Lupus Erythematosus, Discoid",1
Hydrocortisone,Pemphigus,1
Hydrocortisone,Dermatitis Herpetiformis,1
Hydrocortisone,Tenosynovitis,1
Hydrocortisone,Acne Vulgaris,1
Hydrocortisone,Trichinellosis,1
Hydrocortisone,Acute lymphocytic leukemia,1
Hydrocortisone,Tinea Pedis,1
Hydrocortisone,Malignant otitis externa due to Pseudomonas aeruginosa,1
Hydrocortisone,Allergic Conjunctivitis,1
Hydrocortisone,Seborrheic dermatitis,1
Hydrocortisone,Rosacea,1
Hydrocortisone,Granuloma Annulare,1
Hydrocortisone,Serum Sickness,1
Hydrocortisone,Hodgkin Disease,1
Hydrocortisone,Infective otitis externa,1
Hydrocortisone,Exfoliative dermatitis,1
Hydrocortisone,"Lymphoma, Non-Hodgkin",1
Hydrocortisone,Acquired thrombocytopenia,1
Hydrocortisone,Simple Pulmonary Eosinophilia,1
Hydrocortisone,Thyroiditis,1
Hydrocortisone,"Dermatitis, Atopic",1
Hydrocortisone,Bursitis,1
Hydrocortisone,Chronic small plaque psoriasis,1
Hydrocortisone,Asthma,1
Hydrocortisone,Erythema Multiforme,1
Hydrocortisone,"Arthritis, Gouty",1
Hydrocortisone,Tinea cruris,1
Hydrocortisone,Itching of ear,1
Hydrocortisone,Hemorrhoids,1
Hydrocortisone,"Arthritis, Psoriatic",1
Hydrocortisone,Addisonian crisis,1
Hydrocortisone,Pruritus of genital organs,1
Hydrocortisone,Adrenal cortical hypofunction,1
Hydrocortisone,"Lymphoma, T-Cell, Cutaneous",1
Hydrocortisone,Iritis,1
Hydrocortisone,Tinea corporis (disorder),1
Hydrocortisone,Post traumatic osteoarthritis,1
Hydrocortisone,Cyclitis,1
Hydrocortisone,Scalp psoriasis,1
Hydrocortisone,Addison Disease,1
Hydrocortisone,Mycosis Fungoides,1
Hydrocortisone,Inflammatory dermatosis,1
Hydrocortisone,Status Asthmaticus,1
Hydrocortisone,Allergic rhinitis (disorder),1
Hydrocortisone,Autoimmune Diseases,1
Hydrocortisone,Chronic ulcerative proctitis,1
Hydrocortisone,Contact Dermatitis,1
Hydrocortisone,Otitis Externa,1
Hydrocortisone,Gingival Diseases,1
Hydrocortisone,Ulcerative Colitis,1
Hydrocortisone,Tendinitis,1
Hydrocortisone,Autoimmune hemolytic anemia,1
Hydrocortisone,Disorder of eye,1
Hydrocortisone,Sarcoidosis,1
Hydrocortisone,Berylliosis,1
Hydrocortisone,Musculoskeletal Diseases,1
Hydrocortisone,Ankylosing spondylitis,1
Hydrocortisone,Punctate keratopathy,1
Hydrocortisone,Pruritus Ani,1
Mannitol,Ocular Hypertension,1
Mannitol,Edema,1
Mannitol,Pseudotumor Cerebri,1
Mannitol,Cerebral Edema,1
Mannitol,Cystic Fibrosis,1
Zileuton,Allergic asthma,1
Zileuton,Intrinsic asthma,1
Modafinil,Narcolepsy,1
Deferoxamine,Chronic iron overload,1
Deferoxamine,Poisoning by iron AND/OR its compounds,1
Scopolamine,Rhinorrhea,1
Scopolamine,Posterior synechiae,1
Scopolamine,"Rhinitis, Vasomotor",1
Scopolamine,Uveitis,1
Scopolamine,Peptic Ulcer,1
Scopolamine,Mydriasis,1
Scopolamine,Irritable Bowel Syndrome,1
Scopolamine,Nasal congestion (finding),1
Scopolamine,Cycloplegia,1
Scopolamine,Allergic rhinitis (disorder),1
Scopolamine,Coughing,1
Scopolamine,Iridocyclitis,1
Scopolamine,Motion Sickness,1
Scopolamine,Common Cold,1
Carbinoxamine,Symptomatic dermographism,1
Carbinoxamine,Hay fever,1
Carbinoxamine,Pruritus,1
Carbinoxamine,Urticaria,1
Carbinoxamine,"Rhinitis, Vasomotor",1
Carbinoxamine,Allergic rhinitis (disorder),1
Carbinoxamine,Common Cold,1
Carbinoxamine,Allergic Conjunctivitis,1
Carbinoxamine,Rhinorrhea,1
Etodolac,Pain,1
Etodolac,Degenerative polyarthritis,1
Etodolac,Rheumatoid Arthritis,1
Prilocaine,Premature Ejaculation,1
Epinastine,Itching of eye,1
Epinastine,Allergic Conjunctivitis,1
Tranylcypromine,Major Depressive Disorder,1
Ethotoin,Tonic-Clonic Epilepsy,1
Ethotoin,Epilepsy characterized by intractable complex partial seizures,1
Tretinoin,Acute Promyelocytic Leukemia,1
Tretinoin,Acne Vulgaris,1
Tretinoin,Hyperkeratosis,1
Tretinoin,Senile lentigo,1
Tretinoin,Chloasma,1
Dolasetron,Chemotherapy-induced nausea and vomiting,1
Clopidogrel,Acute ST segment elevation myocardial infarction (disorder),1
Clopidogrel,Acute Coronary Syndrome,1
Clopidogrel,Non-Q wave myocardial infarction,1
Clopidogrel,Cerebral Embolism,1
Tetracycline,Lymphogranuloma Venereum,1
Tetracycline,Relapsing Fever,1
Tetracycline,Acute gonococcal urethritis,1
Tetracycline,Gonorrhea,1
Tetracycline,Sinusitis,1
Tetracycline,Infection of skin AND/OR subcutaneous tissue,1
Tetracycline,Rickettsialpox,1
Tetracycline,Pelvic Inflammatory Disease,1
Tetracycline,Actinomycosis,1
Tetracycline,Gonorrhea of pharynx,1
Tetracycline,Pneumonia,1
Tetracycline,Rocky Mountain Spotted Fever,1
Tetracycline,Chlamydia trachomatis infection of genital structure,1
Tetracycline,Ophthalmia Neonatorum,1
Tetracycline,Bacterial keratitis,1
Tetracycline,Psittacosis,1
Tetracycline,TYPHUS,1
Tetracycline,Acute gonococcal epididymo-orchitis,1
Tetracycline,Brucellosis,1
Tetracycline,Trachoma,1
Tetracycline,Bacterial conjunctivitis,1
Tetracycline,Urinary tract infection,1
Tetracycline,Syphilis,1
Tetracycline,Infective otitis media,1
Tetracycline,Pharyngitis,1
Tetracycline,Q Fever,1
Tetracycline,Acute gonococcal endometritis,1
Tetracycline,Granuloma Inguinale,1
Tetracycline,Gonorrhea of rectum,1
Tetracycline,Bronchitis,1
Tetracycline,Yaws,1
Tetracycline,Gingivostomatitis,1
Tetracycline,Acne Vulgaris,1
Tetracycline,Acute gonococcal cervicitis,1
Meropenem,Infection due to Pseudomonas aeruginosa,1
Meropenem,Complicated appendicitis,1
Meropenem,Meningococcal meningitis,1
Meropenem,Peritonitis,1
Meropenem,"Meningitis, Bacterial",1
Meropenem,"Meningitis, Pneumococcal",1
Meropenem,Streptococcal meningitis,1
Meropenem,Intraabdominal Infections,1
Meropenem,Abdominal Abscess,1
Potassium Chloride,Constipation,1
Potassium Chloride,Incomplete passage of stool,1
Potassium Chloride,Hypokalemia,1
Irinotecan,Metastasis from malignant tumor of colon,1
Irinotecan,Secondary malignant neoplasm of pancreas,1
Methimazole,Hyperthyroidism,1
Mometasone,Pruritus of genital organs,1
Mometasone,"Lymphoma, T-Cell, Cutaneous",1
Mometasone,Lichen Simplex Chronicus,1
Mometasone,Seborrheic dermatitis,1
Mometasone,Asthma,1
Mometasone,Scalp psoriasis,1
Mometasone,Chronic small plaque psoriasis,1
Mometasone,Pruritus Ani,1
Mometasone,Allergic rhinitis (disorder),1
Mometasone,Exanthema,1
Mometasone,Contact Dermatitis,1
Mometasone,Allergic asthma,1
Mometasone,Granuloma Annulare,1
Mometasone,Intrinsic asthma,1
Mometasone,"Lupus Erythematosus, Discoid",1
Metyrosine,Pheochromocytoma,1
Clavulanate,Escherichia coli urinary tract infection,1
Clavulanate,Pneumonia due to Klebsiella pneumoniae,1
Clavulanate,Klebsiella cystitis,1
Clavulanate,Bacterial sepsis,1
Clavulanate,Bacterial infection due to Klebsiella pneumoniae,1
Clavulanate,Rhinoscleroma,1
Clavulanate,Streptococcal pneumonia,1
Clavulanate,Sepsis due to Staphylococcus aureus,1
Clavulanate,Haemophilus parainfluenzae pneumonia,1
Clavulanate,Osteomyelitis due to Staphylococcus aureus,1
Clavulanate,Bacterial urinary infection,1
Clavulanate,Acute bacterial sinusitis,1
Clavulanate,Pneumonia due to Staphylococcus aureus,1
Clavulanate,Infection of skin AND/OR subcutaneous tissue,1
Clavulanate,Infective otitis media,1
Clavulanate,Moraxella catarrhalis pneumonia,1
Clavulanate,Sepsis due to Pseudomonas,1
Clavulanate,Escherichia coli septicemia,1
Clavulanate,Escherichia coli Infections,1
Clavulanate,Haemophilus influenzae pneumonia,1
Clavulanate,Staphylococcus aureus infection,1
Clavulanate,URINARY TRACT INFECTION CITROBACTER,1
Clavulanate,Urinary tract infection,1
Clavulanate,"Pneumonia, Bacterial",1
Clavulanate,Staphylococcal Pneumonia,1
Olopatadine,Allergic rhinitis (disorder),1
Olopatadine,Hay fever,1
Olopatadine,Allergic Conjunctivitis,1
Alprostadil,Congenital atresia of pulmonary valve,1
Alprostadil,Tricuspid Atresia,1
Alprostadil,Aortic coarctation,1
Alprostadil,Tetralogy of Fallot,1
Alprostadil,Erectile dysfunction,1
Clidinium,Irritable Bowel Syndrome,1
Clidinium,Enterocolitis,1
Malathion,Pediculus capitis infestation,1
Etoposide,Small cell carcinoma of lung,1
Hydroflumethiazide,Hypertensive disease,1
Hydroflumethiazide,Edema,1
Tirofiban,Non-Q wave myocardial infarction,1
Tirofiban,Acute Coronary Syndrome,1
Oxcarbazepine,Epilepsy characterized by intractable complex partial seizures,1
Oxcarbazepine,"Epilepsies, Partial",1
Oxcarbazepine,Simple Partial Seizures,1
Phenelzine,Depressive disorder,1
Polymyxin B Sulfate,Infective blepharitis,1
Polymyxin B Sulfate,Blepharoconjunctivitis,1
Polymyxin B Sulfate,Uveitis,1
Polymyxin B Sulfate,Corneal abrasion,1
Polymyxin B Sulfate,Urinary tract infection,1
Polymyxin B Sulfate,Bacterial conjunctivitis,1
Polymyxin B Sulfate,Otitis Externa,1
Polymyxin B Sulfate,Keratitis,1
Polymyxin B Sulfate,Bacterial keratitis,1
Polymyxin B Sulfate,Bacterial sepsis,1
Propantheline,Peptic Ulcer,1
Estradiol,Carcinoma breast stage IV,1
Estradiol,Atrophic Vaginitis,1
Estradiol,Urethral atrophy,1
Estradiol,Premenstrual Dysphoric Disorder,1
Estradiol,Acne Vulgaris,1
Estradiol,Atrophy of vulva,1
Estradiol,Female hypogonadism syndrome,1
Estradiol,Hot flushes,1
Estradiol,Metastatic Prostate Carcinoma,1
Mefenamic acid,Dysmenorrhea,1
Mefenamic acid,Pain,1
Aciclovir,Chickenpox,1
Aciclovir,Herpes simplex infection of skin,1
Aciclovir,Recurrent genital herpes simplex,1
Aciclovir,Herpes Labialis,1
Aciclovir,Herpes zoster disease,1
Aciclovir,Herpes encephalitis,1
Aciclovir,Herpes Simplex Infections,1
Aciclovir,Genital Herpes,1
Aciclovir,Recurrent herpes simplex labialis,1
Naproxen,Arthralgia,1
Naproxen,Rheumatoid Arthritis,1
Naproxen,Sinus headache,1
Naproxen,Dysmenorrhea,1
Naproxen,Rhinorrhea,1
Naproxen,Headache Disorders,1
Naproxen,Migraine Disorders,1
Naproxen,Degenerative polyarthritis,1
Naproxen,Fever,1
Naproxen,Bursitis,1
Naproxen,Myalgia,1
Naproxen,Pain,1
Naproxen,Gout,1
Naproxen,Tendinitis,1
Naproxen,Ankylosing spondylitis,1
Naproxen,Toothache,1
Perindopril,Hypertensive disease,1
Uracil mustard,"Lymphoma, Non-Hodgkin",1
Uracil mustard,Polycythemia Vera,1
Uracil mustard,"Myeloid Leukemia, Chronic",1
Uracil mustard,Chronic Lymphocytic Leukemia,1
Tripelennamine,Pruritus,1
Tripelennamine,Symptomatic dermographism,1
Tripelennamine,Allergic rhinitis (disorder),1
Tripelennamine,Rhinorrhea,1
Tripelennamine,Urticaria,1
Tripelennamine,"Rhinitis, Vasomotor",1
Tripelennamine,Nasal congestion (finding),1
Tripelennamine,Sneezing,1
Tripelennamine,Allergic Conjunctivitis,1
Haloprogin,Tinea cruris,1
Haloprogin,Tinea corporis (disorder),1
Haloprogin,Tinea Pedis,1
Primidone,Simple Partial Seizures,1
Primidone,Epilepsy characterized by intractable complex partial seizures,1
Primidone,Bipolar disorder in remission,1
Primidone,Epilepsy,1
Primidone,Tonic - clonic seizures,1
Primidone,Tonic-Clonic Epilepsy,1
Primidone,Lennox-Gastaut syndrome,1
Primidone,"Epilepsies, Partial",1
Sulfasalazine,Rheumatoid Arthritis,1
Sulfasalazine,Ulcerative Colitis,1
Candesartan,Hypertensive disease,1
Candesartan,Chronic heart failure,1
Tolazoline,Cerebrovascular Disorders,1
Tolazoline,Persistent Fetal Circulation Syndrome,1
Tolazoline,Vascular Diseases,1
Gentamicin,Pneumonia due to Escherichia coli,1
Gentamicin,Sepsis due to Gram negative bacteria,1
Gentamicin,Pseudomonas aeruginosa meningitis,1
Gentamicin,"Meningitis, Bacterial",1
Gentamicin,Serratia sepsis,1
Gentamicin,Infection of skin AND/OR subcutaneous tissue,1
Gentamicin,Serratia Infections,1
Gentamicin,Pneumonia due to Pseudomonas,1
Gentamicin,Infection of bone,1
Gentamicin,Enterobacter pneumonia,1
Gentamicin,Bacterial sepsis,1
Gentamicin,Bacterial conjunctivitis,1
Gentamicin,Cholangitis,1
Gentamicin,Bacterial keratitis,1
Gentamicin,Rhinoscleroma,1
Gentamicin,"Pneumonia, Bacterial",1
Gentamicin,Escherichia coli septicemia,1
Gentamicin,Dacryocystitis,1
Gentamicin,Folliculitis,1
Gentamicin,Blepharoconjunctivitis,1
Gentamicin,Meibomianitis,1
Gentamicin,Sepsis due to Pseudomonas,1
Gentamicin,Peritonitis,1
Gentamicin,Neonatal meningitis,1
Gentamicin,Citrobacter sepsis,1
Gentamicin,Escherichia coli Infections,1
Gentamicin,Enterobacteriaceae Infections,1
Gentamicin,Infection due to Pseudomonas aeruginosa,1
Gentamicin,Neonatal pneumonia,1
Gentamicin,Arthropathy associated with infection,1
Gentamicin,Intraabdominal Infections,1
Gentamicin,Paronychia Inflammation,1
Gentamicin,Sepsis of the newborn,1
Gentamicin,Proteus septicemia,1
Gentamicin,Infective blepharitis,1
Gentamicin,Bacterial infection due to Klebsiella pneumoniae,1
Gentamicin,Proteus pneumonia,1
Gentamicin,Klebsiella sepsis,1
Gentamicin,Furunculosis,1
Tazarotene,Acne Vulgaris,1
Tazarotene,Psoriasis,1
Tazarotene,Facial hyperpigmentation,1
Fenoldopam,Hypertensive urgency,1
Fenoldopam,Malignant essential hypertension,1
Halazepam,Anxiety,1
Colistin,Pseudomonas aeruginosa infection,1
Colistin,Infection caused by Enterobacter,1
Colistin,Klebsiella Infections,1
Colistin,Otitis Externa,1
Dicyclomine,Irritable Bowel Syndrome,1
Pentoxifylline,Peripheral Vascular Diseases,1
Indapamide,Hypertensive disease,1
Indapamide,Edema,1
Tropicamide,Mydriasis,1
Tropicamide,Cycloplegia,1
Biperiden,Extrapyramidal Disorders,1
Biperiden,Parkinsonian Disorders,1
Biperiden,Parkinson Disease,1
Biperiden,"Parkinson Disease, Postencephalitic",1
Ribavirin,"Hepatitis C, Chronic",1
Ribavirin,Respiratory Syncytial Virus Infections,1
Fentanyl,Acute postoperative pain,1
Fentanyl,Pain,1
Meloxicam,Rheumatoid Arthritis,1
Meloxicam,Degenerative polyarthritis,1
Orciprenaline,Bronchitis,1
Orciprenaline,Pulmonary Emphysema,1
Orciprenaline,Asthma attack,1
Orciprenaline,Asthma,1
Acetazolamide,Malignant glaucoma,1
Acetazolamide,Absence Epilepsy,1
Acetazolamide,"Glaucoma, Open-Angle",1
Acetazolamide,Peripheral edema,1
Acetazolamide,Secondary glaucoma,1
Acetazolamide,Edema,1
Acetazolamide,Angle Closure Glaucoma,1
Acetazolamide,Altitude Sickness,1
Tadalafil,Pulmonary Hypertension,1
Tadalafil,Erectile dysfunction,1
Tadalafil,Prostatic Hypertrophy,1
Disulfiram,"Alcoholic Intoxication, Chronic",1
Menthol,Tinea Versicolor,1
Menthol,Skin irritation,1
Menthol,Pruritus,1
Menthol,Scurfiness of scalp,1
Menthol,Sprains and Strains,1
Menthol,Arthritic pains,1
Menthol,Mouth irritation,1
Menthol,Diaper Rash,1
Menthol,Back Pain,1
Menthol,Seborrheic dermatitis,1
Natamycin,Fungal conjunctivitis,1
Natamycin,Fungal keratitis,1
Cinoxacin,Urinary tract infection,1
Fosfomycin,Escherichia coli urinary tract infection,1
Fosfomycin,Urinary tract infection,1
Fosfomycin,URINARY TRACT INFECTION ENTEROCOCCUS,1
Diazepam,Alcohol Withdrawal Delirium,1
Diazepam,Status Epilepticus,1
Diazepam,Anxiety,1
Diazepam,Alcohol withdrawal syndrome,1
Diazepam,Muscle Spasticity,1
Diazepam,Tetanus,1
Phenmetrazine,Obesity,1
Trifluoperazine,Schizophrenia,1
Trifluoperazine,Anxiety,1
Phensuximide,Epilepsy,1
Phensuximide,Absence Epilepsy,1
Cefaclor,Acute Moraxella catarrhalis bronchitis,1
Cefaclor,Tonsillitis,1
Cefaclor,Streptococcal tonsillitis,1
Cefaclor,Upper Respiratory Infections,1
Cefaclor,Haemophilus influenzae pneumonia,1
Cefaclor,Pneumonia,1
Cefaclor,Lower respiratory tract infection,1
Cefaclor,Urinary tract infection,1
Cefaclor,Pharyngitis,1
Cefaclor,Infection of skin AND/OR subcutaneous tissue,1
Cefaclor,Staphylococcus aureus infection,1
Cefaclor,Infective otitis media,1
Mifepristone,Unspecified Abortion,1
Brompheniramine,Allergic Conjunctivitis,1
Brompheniramine,Influenza-like symptoms,1
Brompheniramine,Allergic rhinitis (disorder),1
Brompheniramine,Hay fever,1
Brompheniramine,Urticaria,1
Brompheniramine,Pruritus,1
Brompheniramine,Symptomatic dermographism,1
Brompheniramine,Rhinorrhea,1
Brompheniramine,"Rhinitis, Vasomotor",1
Loperamide,Traveler's diarrhea,1
Loperamide,Diarrhea,1
Clocortolone,Scalp psoriasis,1
Clocortolone,Seborrheic dermatitis,1
Clocortolone,Pruritus Ani,1
Clocortolone,Lichen Simplex Chronicus,1
Clocortolone,Contact Dermatitis,1
Clocortolone,Chronic small plaque psoriasis,1
Clocortolone,"Lymphoma, T-Cell, Cutaneous",1
Clocortolone,Pruritus of genital organs,1
Clocortolone,"Lupus Erythematosus, Discoid",1
Clocortolone,Exanthema,1
Clocortolone,Granuloma Annulare,1
Tolazamide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Dobutamine,"Shock, Cardiogenic",1
Dobutamine,Decompensated cardiac failure,1
Dobutamine,Heart Decompensation,1
Oxazepam,Anxiety,1
Oxazepam,Alcohol Withdrawal Delirium,1
Donepezil,Alzheimer's Disease,1
Nalbuphine,Pain,1
Nalbuphine,Labor Pain,1
Clofazimine,Dapsone resistant mycobacterium leprae disease,1
Clofazimine,Pyoderma Gangrenosum,1
Clofazimine,Erythema nodosum leprosum,1
Clofazimine,Leprosy,1
Clofazimine,"Leprosy, Multibacillary",1
Flurandrenolide,"Lupus Erythematosus, Discoid",1
Flurandrenolide,Pruritus of genital organs,1
Flurandrenolide,Chronic small plaque psoriasis,1
Flurandrenolide,Scalp psoriasis,1
Flurandrenolide,Exanthema,1
